Date,Year,Month,Day,Country,State_Province,Confirmed_Cases,Deaths,Recovered,Active_Cases,Tests_Conducted,Vaccinated_Percentage,New_Cases_Today,New_Deaths_Today,Population_Millions,Mortality_Rate_Percent,Recovery_Rate_Percent
7/9/2020,2020,September,7,USA,N/A,4303,116,3244,943,65264,0,81,7,192.1,2.7,75.39
8/9/2020,2020,September,8,Germany,N/A,5618,35,4890,693,67541,2.08,190,1,61.17,0.62,87.04
9/9/2020,2020,September,9,South Korea,N/A,2989,16,2375,598,30069,5.64,136,0,566.6,0.54,79.46
10/9/2020,2020,September,10,Indonesia,N/A,3921,105,2785,1031,42992,7.28,174,8,374.89,2.68,71.03
11/9/2020,2020,September,11,Indonesia,N/A,3895,21,3476,398,66633,5.18,167,0,25.56,0.54,89.24
12/9/2020,2020,September,12,Turkey,N/A,4596,96,3872,628,62144,0.98,284,8,1231.08,2.09,84.25
13-09-2020,2020,September,13,Bangladesh,N/A,4314,64,3346,904,25821,8.5,151,2,678.22,1.48,77.56
14-09-2020,2020,September,14,Australia,N/A,4044,120,3072,852,52414,2.93,306,9,786.25,2.97,75.96
15-09-2020,2020,September,15,Argentina,N/A,2567,21,2196,350,42919,2.08,71,1,1135.76,0.82,85.55
16-09-2020,2020,September,16,Italy,N/A,5834,78,5141,615,76321,7.77,311,3,966.45,1.34,88.12
17-09-2020,2020,September,17,Pakistan,N/A,4173,76,3173,924,52200,4.42,164,4,385.31,1.82,76.04
18-09-2020,2020,September,18,Argentina,N/A,3781,62,3176,543,67904,13.06,261,3,944.41,1.64,84
19-09-2020,2020,September,19,Indonesia,N/A,4727,46,4433,248,94172,8.18,85,2,612.36,0.97,93.78
20-09-2020,2020,September,20,Bangladesh,N/A,3052,16,2769,267,48776,2.4,235,0,553.89,0.52,90.73
21-09-2020,2020,September,21,Mexico,N/A,4012,44,3450,518,60176,0,219,1,1080.51,1.1,85.99
22-09-2020,2020,September,22,Argentina,N/A,5120,73,4290,757,87405,7.05,262,1,1131.78,1.43,83.79
23-09-2020,2020,September,23,Argentina,N/A,3417,73,2493,851,31891,4.99,221,3,1390.56,2.14,72.96
24-09-2020,2020,September,24,Ukraine,N/A,3164,75,2941,148,60951,11.95,40,5,1102.78,2.37,92.95
25-09-2020,2020,September,25,South Africa,N/A,4694,122,4344,228,85244,0,280,7,320.94,2.6,92.54
26-09-2020,2020,September,26,India,Assam,3906,61,3436,409,52535,1.06,52,2,1175.68,1.56,87.97
27-09-2020,2020,September,27,South Korea,N/A,5508,150,4433,925,92013,3.95,235,0,287.35,2.72,80.48
28-09-2020,2020,September,28,Italy,N/A,3941,40,2828,1073,23784,0.29,197,2,573.77,1.01,71.76
29-09-2020,2020,September,29,Poland,N/A,4349,111,3604,634,51967,9.16,202,7,765.83,2.55,82.87
30-09-2020,2020,September,30,Spain,N/A,4674,49,3627,998,44679,5.63,297,1,1038.91,1.05,77.6
1/2/2014,2020,October,1,UK,N/A,5007,127,3821,1059,45421,12.46,214,4,1399.36,2.54,76.31
2/1/2013,2020,October,2,Russia,N/A,5105,35,4268,802,79841,0,304,1,817.7,0.69,83.6
8/6/2018,2020,October,3,China,N/A,3356,96,2879,381,23321,17.02,265,5,992.18,2.86,85.79
4/5/2015,2020,October,4,Bangladesh,N/A,4750,106,4173,471,56647,4.62,259,6,1020.84,2.23,87.85
5/6/2019,2020,October,5,Ukraine,N/A,4160,56,3261,843,81859,2.47,244,3,1018.15,1.35,78.39
7/8/2019,2020,October,6,Australia,N/A,4869,83,4025,761,52626,0,204,4,1116.77,1.7,82.67
4/5/2017,2020,October,7,India,Andhra Pradesh,4025,73,3361,591,46061,20.22,186,0,166.77,1.81,83.5
3/4/2021,2020,October,8,Mexico,N/A,3811,31,3492,288,28045,12.55,105,0,1220.11,0.81,91.63
4/5/2015,2020,October,9,Bangladesh,N/A,2919,82,2664,173,57587,5.65,67,5,228.78,2.81,91.26
4/5/2018,2020,October,10,India,Assam,3414,52,3187,175,39117,4.46,188,3,346.74,1.52,93.35
30/04/2000,2020,October,11,India,Chhattisgarh,4998,32,3965,1001,95795,2.39,388,2,885.56,0.64,79.33
28/02/2000,2020,October,12,Canada,N/A,4335,129,3386,820,82881,9.01,251,6,145.27,2.98,78.11
13-10-2020,2020,October,13,UK,N/A,3472,67,2607,798,44426,7.61,185,2,723.99,1.93,75.09
14-10-2020,2020,October,14,Brazil,N/A,3122,91,2656,375,19214,0.72,121,4,839.06,2.91,85.07
15-10-2020,2020,October,15,South Africa,N/A,3923,88,3112,723,52783,1.38,349,3,817.4,2.24,79.33
16-10-2020,2020,October,16,Russia,N/A,5156,146,3617,1393,85509,0.89,108,11,71.63,2.83,70.15
17-10-2020,2020,October,17,India,Assam,4192,119,3165,908,66593,4.99,329,7,301.32,2.84,75.5
18-10-2020,2020,October,18,France,N/A,3296,91,2664,541,29270,5.12,275,3,13.67,2.76,80.83
19-10-2020,2020,October,19,Poland,N/A,4057,91,3046,920,60083,0,123,1,302.27,2.24,75.08
20-10-2020,2020,October,20,India,Punjab,2110,57,1679,374,26169,12.23,144,2,557.03,2.7,79.57
21-10-2020,2020,October,21,France,N/A,4339,29,3439,871,81623,10.32,310,2,377.13,0.67,79.26
22-10-2020,2020,October,22,India,Tamil Nadu,4456,92,3395,969,69433,9.11,78,0,909.4,2.06,76.19
23-10-2020,2020,October,23,UK,N/A,3289,80,2794,415,26366,12.9,54,6,657.87,2.43,84.95
24-10-2020,2020,October,24,Poland,N/A,3390,39,2508,843,25109,13.16,223,2,1139.96,1.15,73.98
25-10-2020,2020,October,25,South Africa,N/A,4335,121,3514,700,57658,4.76,291,3,108.21,2.79,81.06
26-10-2020,2020,October,26,Poland,N/A,3927,113,3069,745,40512,11.01,251,5,1226.97,2.88,78.15
27-10-2020,2020,October,27,Turkey,N/A,3216,79,2962,175,32712,11.17,8,2,19.54,2.46,92.1
28-10-2020,2020,October,28,Spain,N/A,3697,82,2800,815,25003,1.39,257,5,721.39,2.22,75.74
29-10-2020,2020,October,29,Argentina,N/A,1829,42,1683,104,12478,8.79,132,3,166.66,2.3,92.02
30-10-2020,2020,October,30,Iran,N/A,2098,30,1591,477,17399,9.06,109,1,780.07,1.43,75.83
31-10-2020,2020,October,31,Australia,N/A,4190,64,3722,404,33750,7.91,253,0,806,1.53,88.83
1/11/2020,2020,November,1,Mexico,N/A,3633,102,2941,590,71593,7.61,107,5,1070.96,2.81,80.95
2/11/2020,2020,November,2,Brazil,N/A,3478,18,3123,337,20992,0,356,0,880.17,0.52,89.79
3/11/2020,2020,November,3,Mexico,N/A,5023,131,4125,767,50252,6.8,227,10,257.64,2.61,82.12
4/11/2020,2020,November,4,USA,N/A,2832,43,2441,348,14818,0,90,1,59.74,1.52,86.19
5/11/2020,2020,November,5,France,N/A,5548,36,4782,730,33907,0,410,1,607.43,0.65,86.19
6/11/2020,2020,November,6,Iran,N/A,2492,35,1787,670,26274,2.76,212,1,919.76,1.4,71.71
7/11/2020,2020,November,7,China,N/A,3872,100,3071,701,56065,9.48,201,3,597.07,2.58,79.31
8/11/2020,2020,November,8,UK,N/A,1952,46,1373,533,15828,7.76,66,3,927.82,2.36,70.34
9/11/2020,2020,November,9,France,N/A,4105,81,3544,480,75273,7.35,358,5,219.91,1.97,86.33
10/11/2020,2020,November,10,Iran,N/A,4656,91,3474,1091,65168,3,320,6,781.54,1.95,74.61
11/11/2020,2020,November,11,USA,N/A,3256,94,2630,532,43109,0.89,305,5,1047.78,2.89,80.77
12/11/2020,2020,November,12,India,Bihar,3125,66,2831,228,18584,12.77,194,3,646.67,2.11,90.59
13-11-2020,2020,November,13,Colombia,N/A,2592,14,1982,596,14269,13.51,112,0,780.71,0.54,76.47
14-11-2020,2020,November,14,Poland,N/A,3637,36,3013,588,58349,8.71,319,1,132.96,0.99,82.84
15-11-2020,2020,November,15,Italy,N/A,3458,25,3284,149,34232,0,225,1,1201.37,0.72,94.97
16-11-2020,2020,November,16,South Korea,N/A,5178,67,4868,243,95149,0.52,228,4,20.16,1.29,94.01
17-11-2020,2020,November,17,Mexico,N/A,2272,40,1593,639,43341,11.99,34,0,547.44,1.76,70.11
18-11-2020,2020,November,18,Russia,N/A,4677,50,3971,656,88501,3.98,214,3,739.22,1.07,84.9
19-11-2020,2020,November,19,UK,N/A,4527,89,3229,1209,53515,9.21,334,6,523,1.97,71.33
20-11-2020,2020,November,20,Colombia,N/A,3183,67,3003,113,19247,9.74,261,3,1134.55,2.1,94.34
21-11-2020,2020,November,21,India,Telangana,3411,22,2972,417,18332,17.68,158,0,637.37,0.64,87.13
22-11-2020,2020,November,22,South Africa,N/A,3341,50,2467,824,45401,9.31,192,2,816.88,1.5,73.84
23-11-2020,2020,November,23,Italy,N/A,3722,24,2820,878,69731,2.36,82,1,967.26,0.64,75.77
24-11-2020,2020,November,24,China,N/A,4378,43,3871,464,40705,4.85,244,2,651.55,0.98,88.42
25-11-2020,2020,November,25,Turkey,N/A,2825,83,2554,188,50251,4.16,103,3,295.9,2.94,90.41
26-11-2020,2020,November,26,USA,N/A,3809,26,3083,700,49319,6.41,159,1,883.18,0.68,80.94
27-11-2020,2020,November,27,Poland,N/A,2827,61,2023,743,23061,3.72,119,3,480.36,2.16,71.56
28-11-2020,2020,November,28,Poland,N/A,1781,44,1307,430,24418,5.89,47,2,873.97,2.47,73.39
29-11-2020,2020,November,29,Mexico,N/A,3274,96,2615,563,51492,6.15,107,2,267.83,2.93,79.87
30-11-2020,2020,November,30,Ukraine,N/A,5094,135,3965,994,66580,10.75,226,9,274.04,2.65,77.84
1/12/2020,2020,December,1,Pakistan,N/A,4959,109,4287,563,33498,4.73,217,5,978.24,2.2,86.45
2/12/2020,2020,December,2,Ukraine,N/A,4696,119,3886,691,75340,6.88,337,6,564.48,2.53,82.75
3/12/2020,2020,December,3,Germany,N/A,3080,25,2814,241,23036,7.59,152,1,569.77,0.81,91.36
4/12/2020,2020,December,4,Mexico,N/A,4884,94,3593,1197,51859,5.81,192,6,122.74,1.92,73.57
5/12/2020,2020,December,5,Indonesia,N/A,3436,102,2426,908,30201,14.92,342,9,824.92,2.97,70.61
6/12/2020,2020,December,6,Russia,N/A,3924,34,3196,694,40292,12.94,193,1,1289.11,0.87,81.45
7/12/2020,2020,December,7,South Korea,N/A,4195,103,3555,537,21379,9.69,272,7,861.74,2.46,84.74
8/12/2020,2020,December,8,Argentina,N/A,8189,198,6546,1445,142597,0,311,5,715.3,2.42,79.94
9/12/2020,2020,December,9,South Africa,N/A,3204,25,2744,435,29403,16.99,110,1,471.07,0.78,85.64
10/12/2020,2020,December,10,Japan,N/A,2763,33,2053,677,29553,8.53,113,2,1051.33,1.19,74.3
11/12/2020,2020,December,11,China,N/A,2218,58,2015,145,41943,9.93,47,1,1049.45,2.61,90.85
12/12/2020,2020,December,12,Bangladesh,N/A,4084,55,2889,1140,79321,7.61,245,2,372.43,1.35,70.74
13-12-2020,2020,December,13,Indonesia,N/A,2009,41,1707,261,25303,9.67,127,1,476.34,2.04,84.97
14-12-2020,2020,December,14,South Korea,N/A,5705,73,4478,1154,35280,14.32,98,3,481.4,1.28,78.49
15-12-2020,2020,December,15,Italy,N/A,4344,70,3256,1018,32463,7.12,286,2,382.86,1.61,74.95
16-12-2020,2020,December,16,Colombia,N/A,2973,33,2431,509,44383,9.42,197,2,809.47,1.11,81.77
17-12-2020,2020,December,17,Brazil,N/A,3555,87,2899,569,63899,5.29,237,2,1198.73,2.45,81.55
18-12-2020,2020,December,18,Pakistan,N/A,3708,36,2766,906,37568,1.51,276,1,168.73,0.97,74.6
19-12-2020,2020,December,19,India,Uttar Pradesh,2956,69,2536,351,40657,7.71,53,1,64.3,2.33,85.79
20-12-2020,2020,December,20,Japan,N/A,4635,118,3901,616,68855,13.34,211,7,458.19,2.55,84.16
21-12-2020,2020,December,21,Indonesia,N/A,3211,23,2308,880,33468,5.57,171,0,317.56,0.72,71.88
22-12-2020,2020,December,22,Mexico,N/A,3621,96,2736,789,65527,12.07,230,6,786.2,2.65,75.56
23-12-2020,2020,December,23,Argentina,N/A,3680,90,2796,794,26365,5.36,73,4,1385.22,2.45,75.98
24-12-2020,2020,December,24,India,Maharashtra,4028,95,2896,1037,74269,3.17,162,5,73.45,2.36,71.9
25-12-2020,2020,December,25,Argentina,N/A,2244,23,1784,437,38430,0,93,1,643.31,1.02,79.5
26-12-2020,2020,December,26,Turkey,N/A,2372,47,2216,109,22953,8.33,154,1,867.32,1.98,93.42
27-12-2020,2020,December,27,Russia,N/A,3925,60,2861,1004,55703,9.72,210,3,108.45,1.53,72.89
28-12-2020,2020,December,28,Bangladesh,N/A,4494,27,3504,963,52007,1.78,368,1,744.79,0.6,77.97
29-12-2020,2020,December,29,Canada,N/A,1928,36,1363,529,35877,3.72,79,1,726.07,1.87,70.7
30-12-2020,2020,December,30,USA,N/A,1604,37,1507,60,13323,8.89,87,2,882.12,2.31,93.95
31-12-2020,2020,December,31,Brazil,N/A,2256,55,1803,398,26301,4.3,126,3,12.27,2.44,79.92
1/1/2021,2021,January,1,Poland,N/A,2488,69,1897,522,43946,13.14,241,0,432.55,2.77,76.25
2/1/2021,2021,January,2,South Africa,N/A,3101,79,2723,299,47911,6.09,85,2,296.03,2.55,87.81
3/1/2021,2021,January,3,Argentina,N/A,2285,33,1953,299,26999,13.79,106,0,603.95,1.44,85.47
4/1/2021,2021,January,4,Spain,N/A,2576,71,2303,202,17922,12.13,38,6,1116.3,2.76,89.4
5/1/2021,2021,January,5,Iran,N/A,2271,12,1965,294,31877,3.62,91,0,34.17,0.53,86.53
6/1/2021,2021,January,6,Turkey,N/A,2417,28,1859,530,13387,8.79,113,1,1201.28,1.16,76.91
7/1/2021,2021,January,7,Mexico,N/A,2715,40,2561,114,35737,7.25,187,1,380.82,1.47,94.33
8/1/2021,2021,January,8,Germany,N/A,2467,18,1980,469,18379,1.93,88,0,363.88,0.73,80.26
9/1/2021,2021,January,9,Italy,N/A,1745,12,1313,420,28420,4.43,86,0,619.51,0.69,75.24
10/1/2021,2021,January,10,Brazil,N/A,4247,44,3194,1009,40116,6.72,220,2,1027.73,1.04,75.21
11/1/2021,2021,January,11,Russia,N/A,1581,40,1337,204,15909,6.3,59,2,1366.47,2.53,84.57
12/1/2021,2021,January,12,Russia,N/A,1726,19,1498,209,30016,3.78,120,1,556.39,1.1,86.79
13-01-2021,2021,January,13,South Africa,N/A,2664,15,2523,126,14519,17.97,146,0,165.07,0.56,94.71
14-01-2021,2021,January,14,Iran,N/A,3146,83,2429,634,37799,13.16,74,7,599.05,2.64,77.21
15-01-2021,2021,January,15,Poland,N/A,3242,91,2827,324,56245,8.65,257,5,23.66,2.81,87.2
16-01-2021,2021,January,16,Pakistan,N/A,2379,23,2053,303,39762,0,140,1,716.78,0.97,86.3
17-01-2021,2021,January,17,Bangladesh,N/A,3097,67,2627,403,43504,9.9,200,5,601.26,2.16,84.82
18-01-2021,2021,January,18,France,N/A,2907,62,2508,337,25483,7.38,77,3,171.69,2.13,86.27
19-01-2021,2021,January,19,Pakistan,N/A,3240,43,2644,553,16864,0,149,1,39.97,1.33,81.6
20-01-2021,2021,January,20,USA,N/A,3381,41,2927,413,65860,0,278,3,700.89,1.21,86.57
21-01-2021,2021,January,21,Iran,N/A,3155,78,2889,188,22906,8.56,213,4,1392.19,2.47,91.57
22-01-2021,2021,January,22,Poland,N/A,3177,91,2458,628,15937,13.03,102,3,926.91,2.86,77.37
23-01-2021,2021,January,23,Italy,N/A,1972,43,1825,104,34626,2.5,95,0,446.25,2.18,92.55
24-01-2021,2021,January,24,South Africa,N/A,1162,31,817,314,11435,12.39,31,1,129.85,2.67,70.31
25-01-2021,2021,January,25,Italy,N/A,2981,43,2583,355,59120,12.42,116,0,672.59,1.44,86.65
26-01-2021,2021,January,26,Japan,N/A,2383,63,2261,59,32744,9.19,92,4,428.74,2.64,94.88
27-01-2021,2021,January,27,Indonesia,N/A,3378,75,2672,631,54310,7.67,115,4,802.13,2.22,79.1
28-01-2021,2021,January,28,South Africa,N/A,2766,64,2364,338,21573,9.67,253,1,1190.09,2.31,85.47
29-01-2021,2021,January,29,Bangladesh,N/A,2572,31,1992,549,23579,0.36,163,2,1165.55,1.21,77.45
30-01-2021,2021,January,30,Bangladesh,N/A,3037,63,2748,226,17079,19.29,271,3,353.98,2.07,90.48
31-01-2021,2021,January,31,France,N/A,3056,56,2242,758,56244,10.05,110,4,1318.27,1.83,73.36
1/2/2021,2021,February,1,UK,N/A,1666,24,1481,161,19680,14.09,105,1,351.98,1.44,88.9
2/2/2021,2021,February,2,Colombia,N/A,2735,69,2233,433,16822,0,83,3,160.68,2.52,81.65
3/2/2021,2021,February,3,South Africa,N/A,2221,34,1769,418,33082,6.78,199,1,86.96,1.53,79.65
4/2/2021,2021,February,4,Colombia,N/A,3209,31,2391,787,28679,5.08,96,1,1215.57,0.97,74.51
5/2/2021,2021,February,5,India,Maharashtra,2259,46,1975,238,18577,3.38,107,1,138.93,2.04,87.43
6/2/2021,2021,February,6,Italy,N/A,3109,21,2616,472,57890,5.22,57,0,201.71,0.68,84.14
7/2/2021,2021,February,7,Australia,N/A,2035,36,1586,413,24519,12.73,43,1,441.7,1.77,77.94
8/2/2021,2021,February,8,USA,N/A,3441,41,3218,182,23623,10.25,210,1,57.36,1.19,93.52
9/2/2021,2021,February,9,Argentina,N/A,2717,14,2509,194,19663,3.19,164,1,479.24,0.52,92.34
10/2/2021,2021,February,10,Argentina,N/A,1513,31,1203,279,8803,6.1,101,1,537.12,2.05,79.51
11/2/2021,2021,February,11,UK,N/A,1645,19,1358,268,9905,1.32,2,0,21.38,1.16,82.55
12/2/2021,2021,February,12,Mexico,N/A,1907,10,1562,335,10136,8.77,111,0,1103.05,0.52,81.91
13-02-2021,2021,February,13,Turkey,N/A,1022,7,828,187,7614,8.84,40,0,542,0.68,81.02
14-02-2021,2021,February,14,France,N/A,4037,109,3099,829,31942,6.53,183,5,37.11,2.7,76.76
15-02-2021,2021,February,15,Italy,N/A,4081,77,3835,169,23385,17.71,218,1,904.16,1.89,93.97
16-02-2021,2021,February,16,India,Madhya Pradesh,1383,11,1010,362,17672,7.15,49,0,1385.32,0.8,73.03
17-02-2021,2021,February,17,Australia,N/A,2504,15,1960,529,41289,2.24,214,0,811.89,0.6,78.27
18-02-2021,2021,February,18,Russia,N/A,2357,30,1881,446,20161,10.82,147,2,766.15,1.27,79.8
19-02-2021,2021,February,19,Pakistan,N/A,2778,57,2394,327,49049,4.97,205,1,1346.3,2.05,86.18
20-02-2021,2021,February,20,South Korea,N/A,1442,42,1074,326,24495,1.46,107,1,588.6,2.91,74.48
21-02-2021,2021,February,21,India,Assam,1683,34,1417,232,9908,18.73,127,2,1391.72,2.02,84.19
22-02-2021,2021,February,22,Italy,N/A,2967,45,2342,580,41261,2.52,78,2,660.96,1.52,78.93
23-02-2021,2021,February,23,Colombia,N/A,708,18,540,150,8563,4.81,36,0,463.45,2.54,76.27
24-02-2021,2021,February,24,Turkey,N/A,3270,66,2688,516,22882,9.97,128,1,839.42,2.02,82.2
25-02-2021,2021,February,25,Spain,N/A,1310,36,996,278,8344,3.55,47,1,180.91,2.75,76.03
26-02-2021,2021,February,26,Turkey,N/A,1245,23,998,224,15961,8.13,61,1,32.57,1.85,80.16
27-02-2021,2021,February,27,China,N/A,574,14,489,71,5416,12.55,19,0,231.3,2.44,85.19
28-02-2021,2021,February,28,Mexico,N/A,1108,20,938,150,12628,4.73,39,1,123.82,1.81,84.66
1/3/2021,2021,March,1,Iran,N/A,2440,13,1927,500,34337,13.24,170,0,433.01,0.53,78.98
2/3/2021,2021,March,2,Russia,N/A,1106,25,957,124,18930,2.47,56,1,27.5,2.26,86.53
3/3/2021,2021,March,3,South Korea,N/A,1652,10,1251,391,30497,13.58,55,0,194.24,0.61,75.73
4/3/2021,2021,March,4,South Korea,N/A,1259,34,893,332,15968,1.75,74,1,868.9,2.7,70.93
5/3/2021,2021,March,5,Germany,N/A,1405,38,1036,331,10226,4.88,58,1,256.26,2.7,73.74
6/3/2021,2021,March,6,Ukraine,N/A,1855,32,1443,380,21169,16.71,140,2,325.88,1.73,77.79
7/3/2021,2021,March,7,Bangladesh,N/A,2788,71,2505,212,27478,8.85,108,4,921.14,2.55,89.85
8/3/2021,2021,March,8,Russia,N/A,101,1,73,27,881,2.86,7,0,1225.81,0.99,72.28
9/3/2021,2021,March,9,South Korea,N/A,1390,39,1210,141,13864,10.78,131,1,715.29,2.81,87.05
10/3/2021,2021,March,10,Bangladesh,N/A,1020,5,827,188,6389,7.81,28,0,1321.06,0.49,81.08
11/3/2021,2021,March,11,Bangladesh,N/A,2081,17,1823,241,33565,10.39,56,1,1222.39,0.82,87.6
12/3/2021,2021,March,12,Argentina,N/A,3436,35,2480,921,27206,6.59,208,2,890.83,1.02,72.18
13-03-2021,2021,March,13,Russia,N/A,324,8,306,10,6151,12.26,15,0,656.84,2.47,94.44
14-03-2021,2021,March,14,Mexico,N/A,1433,33,1043,357,15930,15.79,73,1,884.29,2.3,72.78
15-03-2021,2021,March,15,Italy,N/A,2906,24,2744,138,39926,16.03,156,0,241.06,0.83,94.43
16-03-2021,2021,March,16,Pakistan,N/A,2282,40,1676,566,45049,8.01,105,1,928.74,1.75,73.44
17-03-2021,2021,March,17,Poland,N/A,264,6,243,15,4698,19.49,8,0,388.34,2.27,92.05
18-03-2021,2021,March,18,Colombia,N/A,1342,26,1273,43,15471,17.1,60,1,77.57,1.94,94.86
19-03-2021,2021,March,19,Italy,N/A,2022,38,1674,310,18644,8.53,123,2,1026.27,1.88,82.79
20-03-2021,2021,March,20,India,Chhattisgarh,914,11,695,208,5570,12.72,61,0,329.06,1.2,76.04
21-03-2021,2021,March,21,Colombia,N/A,2233,35,1940,258,28210,6.66,124,1,677.04,1.57,86.88
22-03-2021,2021,March,22,Iran,N/A,762,20,609,133,13673,11.33,41,0,1202.41,2.62,79.92
23-03-2021,2021,March,23,Australia,N/A,854,11,774,69,4277,6.35,24,0,327.76,1.29,90.63
24-03-2021,2021,March,24,Australia,N/A,759,8,600,151,8789,2.52,41,0,1176.16,1.05,79.05
25-03-2021,2021,March,25,Mexico,N/A,2773,77,2438,258,25661,2.98,133,1,1033.29,2.78,87.92
26-03-2021,2021,March,26,Mexico,N/A,1135,20,1012,103,21589,7.8,53,1,398.57,1.76,89.16
27-03-2021,2021,March,27,Australia,N/A,1081,24,809,248,12656,16.92,64,1,576.27,2.22,74.84
28-03-2021,2021,March,28,India,Telangana,435,6,308,121,3962,9.53,18,0,251.55,1.38,70.8
29-03-2021,2021,March,29,Ukraine,N/A,1774,31,1516,227,21582,18.48,144,1,880.36,1.75,85.46
30-03-2021,2021,March,30,USA,N/A,2771,71,2422,278,52264,0,152,5,940.3,2.56,87.41
31-03-2021,2021,March,31,France,N/A,501,12,398,91,3498,7.11,18,0,420.56,2.4,79.44
1/4/2021,2021,April,1,Japan,N/A,2316,59,1739,518,27874,13.26,91,3,154.7,2.55,75.09
2/4/2021,2021,April,2,Germany,N/A,265,1,223,41,4718,7.24,8,0,122.81,0.38,84.15
3/4/2021,2021,April,3,Spain,N/A,1544,7,1267,270,10574,7.84,91,0,227.21,0.45,82.06
4/4/2021,2021,April,4,Mexico,N/A,2201,35,1696,470,13677,12.31,126,2,422.75,1.59,77.06
5/4/2021,2021,April,5,South Korea,N/A,713,9,668,36,11457,1.82,49,0,70.4,1.26,93.69
6/4/2021,2021,April,6,Australia,N/A,1030,7,846,177,15832,9.2,66,0,1161.31,0.68,82.14
7/4/2021,2021,April,7,Brazil,N/A,1664,40,1502,122,16852,7.98,121,1,509.19,2.4,90.26
8/4/2021,2021,April,8,South Africa,N/A,1237,23,878,336,20005,15.82,52,1,88.45,1.86,70.98
9/4/2021,2021,April,9,Mexico,N/A,2157,45,1610,502,35030,7.67,46,2,409.38,2.09,74.64
10/4/2021,2021,April,10,Ukraine,N/A,1709,39,1605,65,19493,8.84,117,1,735.54,2.28,93.91
11/4/2021,2021,April,11,South Korea,N/A,2380,42,1921,417,13820,14.34,117,2,467.79,1.76,80.71
12/4/2021,2021,April,12,Indonesia,N/A,813,18,691,104,12982,15.41,10,1,908.2,2.21,84.99
13-04-2021,2021,April,13,France,N/A,57,1,48,8,563,9.3,3,0,817.9,1.75,84.21
14-04-2021,2021,April,14,South Africa,N/A,1075,16,796,263,16768,11.52,100,0,275.89,1.49,74.05
15-04-2021,2021,April,15,Indonesia,N/A,2763,62,2575,126,44432,10.01,78,1,974.97,2.24,93.2
16-04-2021,2021,April,16,France,N/A,27,0,19,8,257,10.39,2,0,841.22,0,70.37
17-04-2021,2021,April,17,South Korea,N/A,2101,47,1942,112,28868,5.27,129,2,35.65,2.24,92.43
18-04-2021,2021,April,18,Japan,N/A,336,6,263,67,4297,12.23,13,0,613.37,1.79,78.27
19-04-2021,2021,April,19,Turkey,N/A,817,6,586,225,15033,1.91,27,0,1207.62,0.73,71.73
20-04-2021,2021,April,20,Argentina,N/A,1038,29,729,280,13797,8.97,87,2,332.02,2.79,70.23
21-04-2021,2021,April,21,Poland,N/A,1029,25,913,91,12195,13.11,40,1,653.29,2.43,88.73
22-04-2021,2021,April,22,Colombia,N/A,369,2,335,32,2497,9.14,14,0,590.98,0.54,90.79
23-04-2021,2021,April,23,USA,N/A,1401,37,1101,263,20744,15.62,26,1,566.53,2.64,78.59
24-04-2021,2021,April,24,Indonesia,N/A,2369,69,2170,130,33194,4.26,165,2,675.34,2.91,91.6
25-04-2021,2021,April,25,Colombia,N/A,2197,20,1590,587,24797,3.42,117,0,309.23,0.91,72.37
26-04-2021,2021,April,26,Italy,N/A,409,7,296,106,2143,9.1,23,0,956.68,1.71,72.37
27-04-2021,2021,April,27,Poland,N/A,642,3,569,70,10933,10.32,16,0,380.9,0.47,88.63
28-04-2021,2021,April,28,Canada,N/A,185,1,171,13,3035,3.71,13,0,664.35,0.54,92.43
29-04-2021,2021,April,29,China,N/A,595,17,564,14,6993,7.83,10,0,1332.98,2.86,94.79
30-04-2021,2021,April,30,Russia,N/A,1512,38,1178,296,7759,2.14,48,1,564.84,2.51,77.91
1/5/2021,2021,May,1,South Africa,N/A,245,6,179,60,4662,4.23,19,0,465.71,2.45,73.06
2/5/2021,2021,May,2,Poland,N/A,856,24,812,20,4696,5.92,24,0,285.68,2.8,94.86
3/5/2021,2021,May,3,Argentina,N/A,2035,42,1789,204,39986,15.82,81,2,253.74,2.06,87.91
4/5/2021,2021,May,4,Brazil,N/A,391,8,300,83,5433,4.22,19,0,1294.11,2.05,76.73
5/5/2021,2021,May,5,South Africa,N/A,178,3,132,43,1837,6.76,8,0,213.29,1.69,74.16
6/5/2021,2021,May,6,Indonesia,N/A,478,11,343,124,4414,2.14,29,0,1050.71,2.3,71.76
7/5/2021,2021,May,7,Mexico,N/A,1511,26,1401,84,23811,16.53,86,1,665.68,1.72,92.72
8/5/2021,2021,May,8,Japan,N/A,1272,30,1109,133,22838,12.99,73,1,88.02,2.36,87.19
9/5/2021,2021,May,9,Colombia,N/A,1785,31,1379,375,21493,7.72,117,1,417.71,1.74,77.25
10/5/2021,2021,May,10,South Africa,N/A,1810,18,1271,521,11094,15.61,74,0,461.59,0.99,70.22
11/5/2021,2021,May,11,Germany,N/A,1108,18,972,118,21889,5.06,77,0,848.65,1.62,87.73
12/5/2021,2021,May,12,France,N/A,305,3,256,46,2037,16.11,27,0,1272.5,0.98,83.93
13-05-2021,2021,May,13,Germany,N/A,204,4,190,10,3963,0,12,0,396.29,1.96,93.14
14-05-2021,2021,May,14,Bangladesh,N/A,259,7,184,68,3542,12.45,0,0,122.67,2.7,71.04
15-05-2021,2021,May,15,Turkey,N/A,319,7,254,58,2832,15.69,12,0,951.91,2.19,79.62
