Record_ID,Date,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,Temperature_C,Humidity_%,Wind_Speed_kmph
245,7/2/2023,Mumbai,22,34.4,11.6,3.3,0.7,15.1,29,Good,32.9,25.1,4.7
246,7/2/2023,Ahmedabad,161.6,232,39.1,1,0.35,57.8,340,Very Poor,34.9,61.4,1.5
247,7/2/2023,Jaipur,146.2,246.9,48.2,4.6,1.37,57,342,Very Poor,27.7,63.4,1.7
248,8/2/2023,Lucknow,129,199.6,27.1,28.4,1.32,64,324,Very Poor,32.5,61.4,1.7
249,8/2/2023,Mumbai,99,173.5,62.2,2.6,1.19,77.1,268,Poor,33.6,36.5,8.5
250,8/2/2023,Mumbai,103.5,186.5,22.6,6.3,1.93,27.2,297,Poor,32.1,69.3,2.4
251,8/2/2023,Lucknow,83.3,134.9,63.9,25,0.66,43.5,131,Moderate,36.1,38.7,0.9
252,8/2/2023,Ahmedabad,147.9,259.2,23.7,15.5,1.15,79.1,370,Very Poor,26.1,92.3,5.7
253,8/2/2023,Bengaluru,27.8,37.9,11.6,2.8,0.21,63.6,13,Good,37.2,33.4,5.5
254,8/2/2023,Bengaluru,70.8,110.1,17.2,1.5,0.84,43.6,124,Moderate,30.9,20.7,1.8
255,8/2/2023,Delhi,112.9,152.7,74.8,10.6,2.65,31.4,250,Poor,29,88.2,6.1
256,8/2/2023,Lucknow,157.6,209.1,53.1,31.3,1.69,16.7,352,Very Poor,29.8,51.6,0.8
257,8/2/2023,Pune,123,191,41.6,11.6,0.22,40.7,363,Very Poor,36,86.6,2.6
258,8/2/2023,Delhi,113.5,207,64.5,14.9,1.09,30.7,229,Poor,31.4,63,0.8
259,8/2/2023,Jaipur,141,206.8,42.9,14.5,0.98,55.5,311,Very Poor,27.2,47,1.8
260,8/2/2023,Chennai,35.4,56.6,41.6,2.1,0.28,27.9,61,Satisfactory,27.6,90.7,2.1
261,8/2/2023,Mumbai,108.9,161.9,25.6,11.8,1.46,37.7,287,Poor,32.2,67,4.8
262,8/2/2023,Pune,17,23.3,3.1,2.5,1.81,43.1,9,Good,20.4,84.2,4.4
263,8/2/2023,Pune,116.9,216.4,10.8,16.1,0.48,47.9,244,Poor,26.7,35.1,3
264,9/2/2023,Bengaluru,71.5,121,21.4,1,0.28,24.8,188,Moderate,33.6,51.4,3.5
265,9/2/2023,Ahmedabad,54.4,92.5,30.3,10.5,0.88,22,56,Satisfactory,39.2,82,2.2
266,9/2/2023,Bengaluru,28.6,38.1,15,2.3,1.23,26.4,22,Good,27.5,21,7.8
267,9/2/2023,Hyderabad,120,165.4,35.5,2.1,0.19,35.9,233,Poor,24.7,41.5,3.3
268,9/2/2023,Ahmedabad,206.3,330,37.6,9,0.85,29.5,348,Very Poor,16.8,33.1,3.3
269,9/2/2023,Lucknow,90,133.3,65.3,6.1,1.54,40.8,123,Moderate,25.7,37.8,2
270,9/2/2023,Ahmedabad,99.3,134.5,15.1,8.7,1.58,40.6,213,Poor,23,66.1,2.4
271,9/2/2023,Delhi,148.5,267.7,25.1,24.2,0.42,10.2,338,Very Poor,24.8,66.1,1.6
272,9/2/2023,Bengaluru,98,143.8,21.7,6.8,1.49,14.8,277,Poor,19.9,29.8,1.3
273,10/2/2023,Kolkata,95.1,177.8,14.1,11.9,1.52,32.1,277,Poor,25.4,54.8,1.7
274,10/2/2023,Chennai,42,77.8,29.6,3.8,0.62,30.7,69,Satisfactory,31.4,72.1,4.6
275,10/2/2023,Jaipur,78.2,128.2,20.9,10.7,3.11,35.2,156,Moderate,37.9,77.1,2.2
276,10/2/2023,Kolkata,116.8,203,24,14.3,2.14,22,242,Poor,30.6,90.7,1.2
277,10/2/2023,Jaipur,152.3,220.4,31,5.3,2.14,29.7,366,Very Poor,29.8,39.2,2.7
278,10/2/2023,Lucknow,79,144.3,4.4,26.7,0.87,38.9,125,Moderate,30.2,27.5,2.1
279,10/2/2023,Delhi,91.2,136.3,31,10.9,2.49,22.1,202,Poor,22.7,45.6,4
280,10/2/2023,Pune,66,93.2,42.7,5.1,0.29,31.5,192,Moderate,22.9,86.4,7
281,10/2/2023,Delhi,124.3,181.3,42.2,14,2.27,24.1,375,Very Poor,26.7,62.2,4.6
282,10/2/2023,Jaipur,89.9,121.9,25.6,24.3,0.53,16.1,186,Moderate,26,78.9,1.6
283,10/2/2023,Lucknow,59.6,86.3,20.6,11.7,2.02,35.1,65,Satisfactory,20.4,91.6,0.9
284,11/2/2023,Mumbai,48.5,69.9,24.7,16.5,0.31,86.1,83,Satisfactory,30.1,24.7,1.9
285,11/2/2023,Delhi,98.1,174.4,14.4,2.6,0.13,82.6,261,Poor,29.3,40.9,0.6
286,11/2/2023,Jaipur,103.5,150.9,23,11.8,0.72,16.7,234,Poor,24.9,56.7,0.9
287,11/2/2023,Jaipur,76.4,141.5,31.4,8,0.86,18.1,137,Moderate,33.1,32.3,0.5
288,11/2/2023,Lucknow,257.6,398.2,11.2,17.2,0.39,43.9,490,Severe,39.7,30.7,0.8
289,12/2/2023,Jaipur,39.1,58.8,5.5,2,0.42,29.2,88,Satisfactory,24.3,87.3,0.4
290,12/2/2023,Jaipur,54.9,88.5,22,10.2,0.59,33.4,82,Satisfactory,25.2,56.2,3.3
291,12/2/2023,Chennai,38,64.3,31.6,2.2,0.44,49,61,Satisfactory,18.5,42,4.8
292,12/2/2023,Kolkata,44.9,61.3,21.3,16.7,0.83,86.8,89,Satisfactory,27.2,27.7,1.2
293,12/2/2023,Kolkata,52.1,98.1,13,3.6,0.71,13.1,65,Satisfactory,32.7,24.6,2.9
294,12/2/2023,Kolkata,50.4,73.8,75.3,3.5,1.8,24,71,Satisfactory,33.2,64.3,1.1
295,12/2/2023,Kolkata,252.8,358.7,27.9,4,0.94,76.6,420,Severe,32.4,73.9,3.1
296,12/2/2023,Delhi,102.5,177.4,19.3,7.9,2.02,20.2,250,Poor,18,60.7,5.9
297,12/2/2023,Mumbai,71.7,116.6,25.4,6,0.76,41.4,192,Moderate,28.7,60.4,1.1
298,13-02-2023,Ahmedabad,72.3,115.3,13.3,24.5,2.03,43.3,189,Moderate,27.5,61.3,3.6
299,13-02-2023,Hyderabad,161.7,238.5,21.7,1.5,0.25,60.4,368,Very Poor,33.8,73.1,4.5
300,13-02-2023,Delhi,62,104.9,52.3,4.5,2.03,21.7,194,Moderate,29.8,85.5,3.2
301,13-02-2023,Kolkata,121.3,167.4,17.3,7.5,3.49,12,356,Very Poor,14.6,56.8,5.2
302,13-02-2023,Delhi,148.8,213.1,28.2,6.4,3.81,31.9,375,Very Poor,29.8,83.6,2.1
303,13-02-2023,Jaipur,40.5,62.8,21.5,5.7,3.69,38.6,71,Satisfactory,26.9,73.9,0.6
304,14-02-2023,Kolkata,151.2,229.9,18.6,5.6,2.67,49.5,393,Very Poor,14.4,76.6,6.5
305,14-02-2023,Delhi,165.2,302.5,53.4,23.1,3.61,118.9,339,Very Poor,30.4,68.4,0.9
306,14-02-2023,Jaipur,108.3,192.9,34.2,38.4,0.38,38.1,291,Poor,29.1,40.9,1.3
307,14-02-2023,Pune,78.8,125.4,16.6,1,0.79,81,166,Moderate,29.1,42.5,2.8
308,15-02-2023,Ahmedabad,91,145.5,19.7,6.2,1.13,24.7,263,Poor,30.6,23.9,1.8
309,15-02-2023,Lucknow,109.3,186.4,26.4,11.8,0.91,34.9,284,Poor,26.4,37.1,2
310,15-02-2023,Lucknow,133.3,175.5,45.8,19,2.46,23.4,313,Very Poor,28.3,40.1,4.4
311,15-02-2023,Jaipur,158.3,230.8,58.4,27.2,0.44,20.9,301,Very Poor,29.1,43.5,2.7
312,15-02-2023,Mumbai,151.1,239.7,29.4,7.9,1.02,54.8,349,Very Poor,33.3,81.3,1.8
313,16-02-2023,Delhi,123.1,215.7,31.4,6.5,3.79,16.5,386,Very Poor,30.4,88.4,3.8
314,16-02-2023,Delhi,66.3,114.6,39,31.3,0.85,32.2,113,Moderate,32.3,55.4,6.2
315,16-02-2023,Kolkata,17.6,28.4,28.1,4.3,1.72,38.7,36,Good,28.6,39.2,2.8
316,16-02-2023,Hyderabad,115.9,210.9,16.3,25.4,1.38,58.8,231,Poor,33.4,54,9.8
317,16-02-2023,Mumbai,75.4,138.5,47.2,10.1,0.45,18.4,186,Moderate,22.4,55.3,2.6
318,16-02-2023,Ahmedabad,189.3,308.9,23,7.8,0.67,39.2,315,Very Poor,27.1,59.8,3.4
319,16-02-2023,Hyderabad,78.6,144.2,16,3.7,0.43,32.6,140,Moderate,16.7,38.5,2.6
320,16-02-2023,Ahmedabad,87.2,142.8,16,5.2,0.74,25.9,141,Moderate,24.4,84.1,6.1
321,16-02-2023,Kolkata,123.9,218.6,37.3,21,0.34,75.6,302,Very Poor,32.9,66.5,2.2
322,16-02-2023,Mumbai,67.6,102.9,9.3,4.8,0.73,26.7,162,Moderate,30.4,50,0.9
323,16-02-2023,Ahmedabad,104.3,159.2,27.7,8.1,0.24,25.6,277,Poor,26.5,73.2,2.6
324,17-02-2023,Ahmedabad,146.3,228.9,27.9,1,0.32,18.3,327,Very Poor,25.3,30.4,3.9
325,17-02-2023,Jaipur,47.7,65.1,26.7,10.9,3.03,14.8,75,Satisfactory,30.2,83.6,4.9
326,17-02-2023,Jaipur,115.7,155.5,4.9,18.1,0.66,25.7,263,Poor,25,91.5,2.7
327,17-02-2023,Kolkata,95.7,130.4,19.2,1.4,2.43,31,271,Poor,24.3,87.3,0.2
328,17-02-2023,Mumbai,107.2,177.8,4.9,10,1.5,18.3,259,Poor,28.5,84.4,1.7
329,18-02-2023,Hyderabad,44.3,62.9,26.6,6.4,0.53,18.2,80,Satisfactory,30.1,67.6,3.9
330,18-02-2023,Kolkata,115.6,170.2,34.9,3.3,0.24,39.4,230,Poor,19.2,76.3,0.5
331,18-02-2023,Kolkata,173.3,317.1,15.9,10,0.27,21.5,357,Very Poor,30.8,26.4,5.5
332,18-02-2023,Kolkata,96.5,131.7,64.2,8.1,0.52,31.3,258,Poor,41,21.9,0.4
333,18-02-2023,Jaipur,18.2,31.6,16.7,10.4,2.52,21.4,48,Good,20.9,38.5,2.5
334,18-02-2023,Mumbai,87.2,163.9,9.5,4.3,1.48,32.8,173,Moderate,27.9,25.6,2.6
335,18-02-2023,Lucknow,185,298.7,46.4,19.7,0.1,29.6,301,Very Poor,21,51.7,2.9
336,18-02-2023,Pune,22.7,32.7,12.5,2.2,1.61,6.8,22,Good,37.1,59.2,3.9
337,18-02-2023,Delhi,152.9,271.6,37.1,24.2,2.54,11.3,316,Very Poor,32.9,73.5,0.7
338,18-02-2023,Chennai,13.4,21.9,27,11.6,0.55,46.8,17,Good,28.2,42.8,2.2
339,19-02-2023,Pune,63.9,111.4,6.1,18.8,0.81,11.4,180,Moderate,33.9,71.3,2.7
340,19-02-2023,Kolkata,158,218,15.2,7.7,0.84,36.5,387,Very Poor,25.3,42.1,1
341,19-02-2023,Ahmedabad,216.1,366.1,19.7,1,1.48,11.5,390,Very Poor,26.5,50.8,1.1
342,19-02-2023,Bengaluru,52.3,76.4,33.3,3.2,2.34,25.3,51,Satisfactory,21.4,75,0.8
343,19-02-2023,Delhi,64.4,120.7,10.7,9.7,3.61,23.5,139,Moderate,38,79.8,1.2
344,20-02-2023,Bengaluru,39.4,70.6,13.5,6.2,1.22,57.8,74,Satisfactory,11.9,45.3,3.6
345,20-02-2023,Chennai,10.8,14.9,23,8.1,0.53,48.4,17,Good,33.4,61,2.9
346,20-02-2023,Jaipur,92.6,143.1,43.3,3.7,1,58.3,209,Poor,31.5,24.6,2.4
347,20-02-2023,Lucknow,119.8,221.3,78.2,17.3,0.54,19.7,201,Poor,31.8,56.5,4.6
348,20-02-2023,Jaipur,163.6,281.5,12.4,23.5,0.64,17.4,354,Very Poor,19.2,74.7,4.1
349,20-02-2023,Bengaluru,112.4,160.4,39.4,7,1.68,44.3,224,Poor,33.9,70.5,1.9
350,21-02-2023,Kolkata,125.7,202.9,52.9,2.6,0.82,32.8,320,Very Poor,26.4,85.5,0.9
351,22-02-2023,Bengaluru,16.9,28.5,20.7,4.2,1.52,12.5,2,Good,32,69,4.5
352,22-02-2023,Kolkata,123.5,189.4,16.8,10.7,0.31,36.7,308,Very Poor,32.7,56.2,5
353,22-02-2023,Ahmedabad,114.4,205.8,70.9,2.8,1.85,81.9,250,Poor,31.7,69.6,3.4
354,22-02-2023,Ahmedabad,109.7,168.1,16.2,23.6,3.48,11.7,212,Poor,15.7,67.1,1.3
355,22-02-2023,Lucknow,129.9,204.1,19,10,1.2,98.5,371,Very Poor,28.1,72.4,3.3
356,22-02-2023,Chennai,45,68.2,21.8,11.7,1.36,38.3,95,Satisfactory,29.1,63.5,2.2
357,22-02-2023,Ahmedabad,75.1,139.8,17.1,3,0.26,27.8,172,Moderate,21.4,31,4.6
358,22-02-2023,Pune,48.4,77.1,18,14.8,0.3,20.4,72,Satisfactory,26.9,73.8,1.5
359,22-02-2023,Mumbai,48.4,70.4,17.9,7.2,1.41,44.9,72,Satisfactory,27.7,56.7,5.6
360,23-02-2023,Pune,26.4,34.5,12.5,10.2,0.78,37.4,15,Good,28.6,46.4,2.2
361,23-02-2023,Kolkata,153.7,230.3,27.5,15.7,1.66,54.9,353,Very Poor,36.2,75,2.6
362,23-02-2023,Ahmedabad,132.8,209.3,4.5,10.8,1.35,38.2,365,Very Poor,25.3,29.2,5.6
363,23-02-2023,Mumbai,36.2,54.3,12.7,5.5,0.83,40.6,96,Satisfactory,28.6,70.8,3.3
364,23-02-2023,Jaipur,56.5,105.4,49.9,6.9,0.92,24.1,78,Satisfactory,30.6,56.1,4.6
365,23-02-2023,Ahmedabad,97.9,157.1,27.7,12.7,2.68,23.3,237,Poor,40.2,63.6,0.9
366,23-02-2023,Pune,42.9,68.6,25.6,5.9,0.5,86,62,Satisfactory,33,36,7.1
367,23-02-2023,Pune,90.2,136.4,10.4,6.1,0.48,39.8,203,Poor,18.5,40,1.3
368,24-02-2023,Delhi,43.4,69.2,19.4,21.7,0.87,54.4,78,Satisfactory,30.8,46.9,3.8
369,24-02-2023,Bengaluru,47.2,63.8,19.2,13.9,0.37,59,71,Satisfactory,23.1,56.7,4.4
370,24-02-2023,Chennai,104.7,142.4,30.9,8.4,0.76,65.1,226,Poor,27.4,51.5,11.9
371,24-02-2023,Chennai,50.3,94.8,10.3,5.9,2.07,50.3,56,Satisfactory,23.4,46,3.2
372,24-02-2023,Lucknow,152.6,243.2,22.7,13,1.05,32.8,305,Very Poor,38.4,84,5
373,24-02-2023,Delhi,67.6,103.8,19.7,21.5,3.19,27.6,198,Moderate,27.8,74.7,3.4
374,25-02-2023,Pune,110.5,150.7,25.8,4.8,0.64,38.8,230,Poor,24.8,89,6.3
375,25-02-2023,Lucknow,111.3,205.2,71.7,18.2,0.87,26.4,240,Poor,19.2,38.1,2.1
376,25-02-2023,Delhi,156.9,212.4,18.8,7.7,2.86,42.2,384,Very Poor,26.8,93.2,3.2
377,25-02-2023,Delhi,71.7,121.1,31.7,9.5,3.4,37.3,132,Moderate,13.8,50.8,1
378,25-02-2023,Bengaluru,35.5,55.4,20.9,6,0.52,13.5,87,Satisfactory,28.5,37.8,2
379,26-02-2023,Pune,41.9,64,26,16,0.56,21.2,91,Satisfactory,24.5,34.9,4
380,26-02-2023,Jaipur,103.1,160.5,40.1,8.2,1.23,28.3,277,Poor,13,24.4,3
381,26-02-2023,Delhi,146.9,227.8,58.7,28.4,3.97,43.8,352,Very Poor,32.6,79.3,4.4
382,26-02-2023,Kolkata,104,150.1,14.5,4,0.39,72,242,Poor,34.7,77.1,0.7
383,27-02-2023,Bengaluru,32.3,50.6,39.6,3.1,0.54,31.5,98,Satisfactory,21.7,55.3,2.7
384,27-02-2023,Hyderabad,79.3,149.6,37.4,9.2,0.42,58.5,129,Moderate,26.2,54.5,3.5
385,27-02-2023,Kolkata,102.5,182.7,14.7,13.2,1.21,38,228,Poor,23.6,33.8,0.9
386,27-02-2023,Jaipur,124.2,204.1,12.3,5.4,1.65,29.4,347,Very Poor,34.3,94.5,0.8
387,27-02-2023,Lucknow,43.5,75.3,36,10.1,1.36,67.9,53,Satisfactory,26.2,72.1,0.9
388,27-02-2023,Mumbai,27,35.9,11.3,3.3,0.47,32.2,38,Good,28.5,90.4,3.3
389,27-02-2023,Chennai,41.9,75.1,22.2,3,0.99,22.8,89,Satisfactory,31.6,21.2,5.6
390,28-02-2023,Delhi,234.3,326.6,44.3,15.2,1.74,17.3,371,Very Poor,29.7,65.4,1.1
391,28-02-2023,Mumbai,83.1,156.1,25.1,12.6,1.2,54.5,193,Moderate,31.4,21,2.4
392,28-02-2023,Bengaluru,127.4,224.6,9.7,5.9,0.72,91.4,361,Very Poor,23.1,53.6,2
393,28-02-2023,Chennai,41.1,64.6,45.9,1.7,0.17,35.4,81,Satisfactory,34.5,68.8,4.4
394,28-02-2023,Chennai,52.3,68.9,11.9,2.6,0.46,19.9,96,Satisfactory,22.9,76.3,5
395,28-02-2023,Chennai,79.3,148.6,12.7,16.1,0.1,42.3,135,Moderate,41.8,83.8,1.7
396,28-02-2023,Jaipur,47.1,84.8,44.1,7,1.95,27,61,Satisfactory,17,22.9,1.8
397,28-02-2023,Jaipur,180.3,265.9,16.5,5.5,1.92,20.1,326,Very Poor,27.2,21.4,10.3
398,28-02-2023,Jaipur,145.7,216.1,21.7,6.9,0.24,36.7,333,Very Poor,25.5,35.8,2.9
399,28-02-2023,Delhi,78.1,113.6,55.5,4.2,1.41,34.2,145,Moderate,33.4,24.4,1
400,28-02-2023,Bengaluru,17.3,23.3,47.2,4.4,1.41,25.2,49,Good,32.2,45.9,3
401,28-02-2023,Mumbai,68.6,129.8,36.2,11.5,0.75,34.6,183,Moderate,19.5,67.2,1.6
402,1/3/2023,Lucknow,91.4,163.5,14.8,6.7,1.54,29.4,299,Poor,36,64.7,0.4
403,1/3/2023,Ahmedabad,41.3,64.2,26.7,4.2,0.42,34.1,71,Satisfactory,19,20.5,1.8
404,1/3/2023,Delhi,80.3,119.2,36.4,18.3,0.77,41.3,107,Moderate,28.8,94.6,3.5
405,1/3/2023,Mumbai,24.3,39.9,22.1,5.2,0.65,29.5,17,Good,21,56.9,2
406,1/3/2023,Lucknow,81.3,131,68.2,15.3,1.05,40.4,114,Moderate,28.5,78.9,2.2
407,2/3/2023,Pune,92.8,168.8,16.1,4.6,1.56,23.4,240,Poor,23.7,85.7,1.7
408,2/3/2023,Pune,11.1,17.3,16.5,6.5,0.78,42.6,11,Good,28.4,81.1,2
409,2/3/2023,Chennai,34.9,64.3,13.3,7.6,0.84,10.2,93,Satisfactory,24.9,31.7,8.6
410,2/3/2023,Mumbai,47.8,68.9,30.7,8.4,0.73,14.6,70,Satisfactory,27.4,91.2,2.7
411,2/3/2023,Kolkata,57.8,105.3,29,13.3,1.29,20.8,64,Satisfactory,31,70.6,2.4
412,2/3/2023,Hyderabad,81.6,113.6,14.4,5.8,0.26,12.6,192,Moderate,33.4,67.1,4
413,3/3/2023,Mumbai,116.6,165,23.5,13.9,0.94,21.6,266,Poor,26.6,33,2.9
414,3/3/2023,Jaipur,62.3,86.8,25.4,3.3,0.2,70.2,162,Moderate,24,80.2,1.3
415,3/3/2023,Bengaluru,56.2,91.7,20.3,1.8,0.56,16.2,96,Satisfactory,22.4,46.8,2.6
416,3/3/2023,Ahmedabad,119.1,172.3,48.4,18.3,2.01,59.1,291,Poor,27.1,59.3,1.2
417,3/3/2023,Hyderabad,156,239.3,22.3,2.6,0.5,15,314,Very Poor,29.8,59.2,1.2
418,3/3/2023,Mumbai,85.9,131.1,51.3,18.5,1.86,9.6,163,Moderate,33.9,91.4,4
419,4/3/2023,Hyderabad,158.5,218,24.3,3.4,0.72,42.7,378,Very Poor,31.3,37.6,0.7
420,4/3/2023,Lucknow,87.4,131,4,14.2,0.37,21.2,183,Moderate,34.1,58.4,6.4
421,4/3/2023,Jaipur,76.4,121.6,22.4,5.9,2.38,75.2,127,Moderate,26.8,70.5,1.7
422,4/3/2023,Bengaluru,69.7,116.7,22.5,11,0.23,15.2,168,Moderate,12.6,61,5.3
423,4/3/2023,Mumbai,41.8,69.8,32.6,12.2,0.72,12.2,75,Satisfactory,21.5,37.7,3.3
424,4/3/2023,Mumbai,48.2,78.6,15.6,3.2,0.35,27.6,75,Satisfactory,36.5,50.5,2.2
425,4/3/2023,Hyderabad,72,117.8,53.1,3.1,3.34,40.2,149,Moderate,25.3,49.1,0.6
426,4/3/2023,Jaipur,82.7,143.6,17,9.5,1.5,47.2,159,Moderate,25,79,1.5
427,5/3/2023,Lucknow,49.7,87,21.9,21.5,0.84,15.3,51,Satisfactory,20.6,73.7,0.4
428,5/3/2023,Mumbai,47.2,81.8,13,4,0.35,26.5,92,Satisfactory,30,49.3,3
429,5/3/2023,Pune,67.7,95.6,73.6,2.1,0.17,20.7,194,Moderate,22.1,90.8,3.3
430,5/3/2023,Pune,44.4,82,19.1,3.2,0.91,57.7,51,Satisfactory,16,36,3.4
431,6/3/2023,Bengaluru,41.5,69.2,16.7,1.9,0.21,34.3,85,Satisfactory,32.7,69.8,3.9
432,6/3/2023,Lucknow,66.9,102.8,42.8,20.4,1.35,20.5,164,Moderate,29.2,29.1,8.2
433,6/3/2023,Delhi,153.2,277.4,13.6,7,2.51,31.4,302,Very Poor,22.1,58.2,2.8
434,6/3/2023,Jaipur,50.4,93.3,9.9,13.1,1.86,48.4,82,Satisfactory,28.5,83.2,9.1
435,6/3/2023,Kolkata,116,158.1,28.5,7.7,0.43,45.6,267,Poor,23.7,90.2,1.9
436,6/3/2023,Jaipur,57.2,75.4,13.9,13.4,2.99,14.3,90,Satisfactory,32.3,57.4,2.6
437,6/3/2023,Delhi,74.6,124.8,32.2,27.9,0.42,14.5,178,Moderate,24.1,87.4,2.3
438,6/3/2023,Pune,10.1,17.5,20.5,1.2,0.1,52.4,30,Good,22.1,75.3,2.3
439,6/3/2023,Chennai,57.6,79.9,19.6,3.9,0.1,26,81,Satisfactory,36.9,37.4,0.5
440,7/3/2023,Delhi,176.1,315.5,10.4,1.4,2.03,19.3,333,Very Poor,30.5,71.4,5
441,7/3/2023,Jaipur,65.1,89.6,21.3,5.8,1.22,64.6,177,Moderate,31.8,29,3.5
442,7/3/2023,Chennai,31,47.3,13.3,3.5,1.25,22.3,78,Satisfactory,18.2,39.8,2
443,7/3/2023,Lucknow,96.1,137.2,37.2,12.5,1.29,53.1,216,Poor,27.2,30,0.3
444,7/3/2023,Chennai,60,99.5,12.1,6.7,0.81,14.1,77,Satisfactory,30.3,84.8,3.1
445,7/3/2023,Lucknow,105.3,155.6,43.6,4.3,0.64,29.5,233,Poor,30.3,27.2,1.8
446,8/3/2023,Lucknow,103,141,23.3,30.7,0.43,13.1,239,Poor,27.6,83.7,2.4
447,8/3/2023,Bengaluru,52.4,74.3,8.4,6.9,1.13,38.4,86,Satisfactory,29.7,21.7,0.8
448,8/3/2023,Delhi,172.7,247.8,28.9,10.2,4.22,92.1,310,Very Poor,27.9,63,1.6
449,9/3/2023,Hyderabad,56.4,78.7,48.3,1.9,0.76,6.6,94,Satisfactory,21.4,47.5,2.1
450,9/3/2023,Chennai,18.8,30.5,25.3,6.8,1.13,45.4,15,Good,24,43.2,1.2
451,9/3/2023,Mumbai,25.2,46.9,13.9,7.9,0.67,31.2,24,Good,43.4,89.3,2.6
452,9/3/2023,Lucknow,59.3,109.7,42.6,11.6,0.37,15.9,79,Satisfactory,28.7,33.1,3.4
453,9/3/2023,Delhi,24.2,44.3,53.5,8.5,2.23,37.1,11,Good,30.1,35.2,1.2
454,9/3/2023,Pune,89.8,139.4,20,1.9,0.5,16.7,143,Moderate,30.9,90.8,3.5
455,10/3/2023,Delhi,34.8,59.6,24.5,1.9,0.13,56.3,55,Satisfactory,21.4,55.6,4
456,10/3/2023,Lucknow,113.1,187.2,20.8,6,0.26,29.5,213,Poor,24.7,73.4,1.6
457,10/3/2023,Ahmedabad,75.1,105.1,15.1,10.1,0.24,48.5,158,Moderate,31.6,31.9,2.4
458,10/3/2023,Jaipur,110.2,171.3,40.8,3.2,1.82,52,244,Poor,32.6,50.6,1.1
459,10/3/2023,Bengaluru,42.1,76.2,4.9,4.3,0.59,94.9,63,Satisfactory,26.3,87.2,0.2
460,10/3/2023,Kolkata,51.2,84,7.7,7.1,1.56,35.3,72,Satisfactory,34.6,93.9,2
461,10/3/2023,Pune,47.7,66.8,13.4,7.9,0.79,17.9,58,Satisfactory,19,62.9,2.8
462,10/3/2023,Chennai,35.7,56.4,19.8,7.4,0.13,55.6,76,Satisfactory,19.2,60.5,0.4
463,10/3/2023,Chennai,60,82.9,12.2,3.7,0.73,27.3,68,Satisfactory,24.8,21.1,4.6
464,10/3/2023,Jaipur,99.2,148.1,30.7,9.1,0.36,37.5,239,Poor,27.1,67.7,2.4
465,11/3/2023,Ahmedabad,68.5,114.1,14.6,2.7,0.96,48.3,121,Moderate,29.1,86,4.8
466,11/3/2023,Delhi,113.7,190.1,71.4,9,0.78,30.9,286,Poor,21.8,75.3,1
467,11/3/2023,Delhi,74.9,137.7,49.4,54.1,2.23,19.9,113,Moderate,30.5,89.6,3.5
468,11/3/2023,Lucknow,69.3,107.2,57.6,1.6,0.56,25.9,114,Moderate,24.2,77.6,7.4
469,11/3/2023,Lucknow,92.3,145.8,38.7,19.5,1.27,77.5,299,Poor,30.6,48.9,3.6
470,12/3/2023,Kolkata,52.7,79.4,43,21,1.03,29.1,87,Satisfactory,28.1,86.7,2.8
471,12/3/2023,Hyderabad,23.1,37.8,30.2,4.1,1.09,71.2,15,Good,32.3,22.2,1.5
472,13-03-2023,Kolkata,91,142.9,77.3,16,0.59,63.7,224,Poor,20.5,39.7,2.5
473,13-03-2023,Jaipur,219.8,312.7,73,11.8,1.07,41.6,384,Very Poor,32.9,24.7,3.1
474,13-03-2023,Delhi,59.8,90.4,11.4,26.5,5.84,34.7,91,Satisfactory,22.6,46.6,2.1
475,13-03-2023,Jaipur,88.5,119.1,19.7,3.1,0.96,5,168,Moderate,22.7,38.9,4.1
476,14-03-2023,Kolkata,49.1,92.9,8.8,5.7,0.84,12.8,64,Satisfactory,30.3,27.9,6.1
477,14-03-2023,Kolkata,45.3,65.2,21.5,3.5,0.26,10.4,71,Satisfactory,27.8,38.7,4.9
478,14-03-2023,Ahmedabad,47.2,62.8,30.9,8.9,0.93,56,69,Satisfactory,24.4,47.9,3.5
479,14-03-2023,Mumbai,25,39.7,13.3,8.1,1.3,32.5,27,Good,32.6,65,3.5
480,14-03-2023,Delhi,81.4,149.8,45.3,12.6,1.5,80.3,110,Moderate,23,44.9,3.7
481,14-03-2023,Delhi,132.7,218.2,6.4,23.4,0.92,90.4,341,Very Poor,27.9,28.2,2.1
482,14-03-2023,Bengaluru,42.9,71.2,13.9,11.4,0.52,29.8,87,Satisfactory,24.7,83.1,2
483,14-03-2023,Ahmedabad,60.5,88.4,24.6,15.2,2.94,56.3,130,Moderate,23.6,53.2,5.1
484,14-03-2023,Jaipur,54.7,100,53.4,13.6,1.05,69.6,83,Satisfactory,33.1,64.1,1.2
485,14-03-2023,Jaipur,69.6,111.6,5.6,15.3,1.46,11.9,103,Moderate,33.3,66.9,3.8
486,14-03-2023,Jaipur,80.4,108.1,32.1,6.7,1.23,47.9,199,Moderate,26.6,66.6,1.8
487,14-03-2023,Delhi,60.8,84.2,18.5,12.2,1.25,44.7,190,Moderate,32.9,42.8,0.9
488,14-03-2023,Jaipur,70.4,118.4,31.6,1,1.3,32.7,146,Moderate,36.6,62,3.4
489,14-03-2023,Chennai,38,65.1,29.3,19,0.6,43.1,60,Satisfactory,27.6,84.5,0.6
490,15-03-2023,Lucknow,135,239.3,41.4,3.5,2.72,32.2,351,Very Poor,27.5,70.9,2.6
