Country,Region,Year,Happiness Score,GDP per Capita,Social Support,Healthy Life Expectancy,Freedom to Make Choices,Generosity,Perceptions of Corruption
Luxembourg,Europe,2017,4.925,1.324,1.233,1.016,0.627,0.123,0.128
Sweden,Europe,2025,3.157,0.904,0.778,0.633,0.828,0.276,0.048
Luxembourg,Europe,2019,3.229,0.942,0.913,0.655,0.795,0.309,0.232
Luxembourg,Europe,2020,4.392,1.249,1.008,0.868,0.619,0.354,0.031
Netherlands,Europe,2018,6.471,1.524,1.326,1.073,0.562,0.53,0.026
Germany,Europe,2019,4.488,1.22,1.1,0.856,0.755,0.366,0.448
New Zealand,Oceania,2020,4.214,1.045,0.896,0.799,0.9,0.243,0.11
Netherlands,Europe,2023,5.604,1.32,1.223,1.023,0.752,0.012,0.135
Finland,Europe,2020,7.571,1.726,1.542,1.356,0.478,0.429,0.38
Finland,Europe,2025,5.467,1.38,1.195,1.107,0.797,0.418,0.357
Norway,Europe,2020,7.421,1.856,1.654,1.385,0.464,0.484,0.098
Norway,Europe,2015,6.193,1.452,1.25,1.182,0.703,0.261,0.275
Switzerland,Europe,2024,5.316,1.346,1.173,1.079,0.31,0.469,0.062
Finland,Europe,2017,7.657,1.844,1.549,1.39,0.79,0.328,0.484
Netherlands,Europe,2025,5.423,1.423,1.335,0.949,0.78,0.332,0.198
Australia,Oceania,2021,7.153,1.663,1.481,1.231,0.823,0.404,0.398
United States,North America,2015,5.999,1.513,1.43,1.181,0.307,0.404,0.026
Germany,Europe,2020,4.381,1.09,0.994,0.881,0.5,0.44,0.202
Luxembourg,Europe,2018,6.762,1.609,1.447,1.251,0.499,0.034,0.187
Finland,Europe,2022,6.08,1.556,1.384,1.052,0.551,0.451,0.051
Denmark,Europe,2026,7.518,1.933,1.457,1.318,0.886,0.062,0.274
United States,North America,2016,5.666,1.344,1.295,0.991,0.612,0.044,0.303
New Zealand,Oceania,2020,6.553,1.649,1.444,1.221,0.386,0.357,0.086
Iceland,Europe,2017,4.427,1.047,1.077,0.889,0.689,0.16,0.008
Norway,Europe,2018,4.204,1.144,1.069,0.853,0.488,0.163,0.299
Finland,Europe,2018,3.562,0.946,0.925,0.677,0.863,0.004,0.386
Denmark,Europe,2024,4.793,1.117,1.151,0.896,0.862,0.325,0.47
Iceland,Europe,2016,6.483,1.631,1.489,1.115,0.699,0.299,0.371
Switzerland,Europe,2017,7.272,1.671,1.651,1.363,0.79,0.308,0.219
Luxembourg,Europe,2018,4.1,1.089,1.039,0.855,0.422,0.392,0.409
India,South Asia,2024,3.142,0.83,0.67,0.587,0.847,0.213,0.212
Finland,Europe,2022,6.23,1.441,1.507,1.202,0.783,0.494,0.466
United States,North America,2020,4.908,1.258,1.059,1.034,0.475,0.462,0.214
Australia,Oceania,2024,5.584,1.346,1.216,1.117,0.7,0.472,0.227
Australia,Oceania,2020,6.062,1.592,1.341,1.116,0.387,0.47,0.21
Australia,Oceania,2015,5.874,1.393,1.334,1.063,0.582,0.017,0.105
Sweden,Europe,2026,6.422,1.466,1.379,1.248,0.367,0.31,0.393
Netherlands,Europe,2025,6.585,1.679,1.533,1.177,0.784,0.005,0.462
Luxembourg,Europe,2021,5.656,1.358,1.341,0.964,0.824,0.497,0.108
Netherlands,Europe,2017,4.568,1.144,1.074,0.973,0.826,0.062,0.196
Canada,North America,2023,5.415,1.29,1.332,1.048,0.803,0.515,0.374
India,South Asia,2015,5.931,1.395,1.37,1.025,0.716,0.138,0.059
Sweden,Europe,2025,3.01,0.892,0.861,0.654,0.397,0.05,0.01
Austria,Europe,2021,7.232,1.671,1.592,1.301,0.371,0.127,0.156
Sweden,Europe,2015,4.17,1.034,0.951,0.875,0.643,0.592,0.207
United States,North America,2015,7.183,1.8,1.517,1.328,0.422,0.197,0.273
Denmark,Europe,2015,3.106,0.97,0.868,0.665,0.86,0.263,0.49
Sweden,Europe,2025,3.549,1.022,0.942,0.787,0.871,0.466,0.306
New Zealand,Oceania,2023,6.232,1.523,1.487,1.079,0.729,0.529,0.366
Luxembourg,Europe,2017,6.613,1.621,1.553,1.133,0.376,0.171,0.266
Switzerland,Europe,2016,7.104,1.833,1.519,1.181,0.533,0.482,0.451
Luxembourg,Europe,2016,7.211,1.734,1.561,1.375,0.34,0.389,0.037
Canada,North America,2022,6.858,1.667,1.634,1.241,0.493,0.132,0.175
Australia,Oceania,2016,6.392,1.55,1.361,1.068,0.51,0.558,0.19
United States,North America,2023,7.043,1.693,1.557,1.176,0.362,0.029,0.291
Austria,Europe,2026,5.631,1.419,1.219,1.08,0.755,0.009,0.104
Canada,North America,2019,4.856,1.284,1.078,0.907,0.395,0.155,0.303
Austria,Europe,2022,7.268,1.794,1.598,1.221,0.584,0.43,0.135
Luxembourg,Europe,2015,4.506,1.102,0.976,0.861,0.845,0.304,0.094
Austria,Europe,2017,6.342,1.541,1.488,1.183,0.778,0.163,0.346
Norway,Europe,2021,6.592,1.556,1.445,1.254,0.578,0.167,0.327
Norway,Europe,2018,3.303,0.971,0.941,0.688,0.89,0.472,0.387
Germany,Europe,2026,3.723,0.923,0.909,0.711,0.549,0.533,0.412
Luxembourg,Europe,2020,7.119,1.812,1.51,1.208,0.609,0.442,0.218
Denmark,Europe,2025,7.055,1.664,1.543,1.172,0.357,0.599,0.163
Canada,North America,2025,7.119,1.865,1.454,1.176,0.547,0.078,0.011
Netherlands,Europe,2016,6.762,1.679,1.411,1.245,0.439,0.009,0.382
Finland,Europe,2024,6.659,1.525,1.55,1.223,0.638,0.375,0.432
Switzerland,Europe,2017,5.789,1.571,1.369,1.057,0.724,0.234,0.114
Sweden,Europe,2018,7.455,1.922,1.545,1.324,0.427,0.597,0.491
Norway,Europe,2016,6.861,1.738,1.513,1.14,0.573,0.405,0.339
Luxembourg,Europe,2017,7.52,1.746,1.604,1.366,0.718,0.389,0.138
Finland,Europe,2016,6.053,1.531,1.243,1.149,0.573,0.401,0.419
Iceland,Europe,2026,6.29,1.44,1.284,1.134,0.573,0.411,0.455
Luxembourg,Europe,2026,7.577,1.937,1.639,1.403,0.686,0.047,0.37
Luxembourg,Europe,2025,5.852,1.513,1.173,1.024,0.849,0.37,0.123
Sweden,Europe,2017,5.408,1.484,1.278,0.986,0.78,0.531,0.063
Iceland,Europe,2026,4.038,1.111,1.008,0.829,0.864,0.466,0.064
Sweden,Europe,2021,5.09,1.269,1.217,1.042,0.484,0.331,0.395
Germany,Europe,2019,3.807,1.006,0.802,0.86,0.345,0.263,0.265
United States,North America,2022,3.797,0.914,0.786,0.701,0.424,0.378,0.11
Germany,Europe,2016,6.968,1.674,1.46,1.206,0.885,0.102,0.449
Norway,Europe,2019,7.15,1.662,1.412,1.269,0.481,0.338,0.402
Norway,Europe,2024,6.747,1.61,1.408,1.113,0.405,0.525,0.221
New Zealand,Oceania,2015,6.433,1.536,1.367,1.103,0.508,0.328,0.496
India,South Asia,2019,3.956,0.932,0.85,0.806,0.759,0.564,0.008
Denmark,Europe,2021,5.26,1.371,1.215,1.026,0.695,0.07,0.4
Sweden,Europe,2023,5.179,1.38,1.07,0.916,0.871,0.105,0.284
Germany,Europe,2020,5.35,1.388,1.132,1.013,0.523,0.397,0.071
Luxembourg,Europe,2022,3.889,0.975,0.866,0.72,0.795,0.171,0.464
Sweden,Europe,2019,5.742,1.349,1.246,1.121,0.52,0.052,0.278
United States,North America,2024,7.745,1.76,1.57,1.366,0.613,0.353,0.376
Denmark,Europe,2022,3.257,0.861,0.756,0.642,0.633,0.12,0.147
Denmark,Europe,2026,7.553,1.948,1.642,1.418,0.771,0.354,0.003
New Zealand,Oceania,2016,6.372,1.606,1.475,1.158,0.722,0.561,0.188
Canada,North America,2026,6.237,1.613,1.236,1.165,0.436,0.402,0.234
India,South Asia,2025,3.592,0.997,0.83,0.809,0.857,0.598,0.398
Denmark,Europe,2026,4.034,1.022,0.966,0.86,0.849,0.113,0.461
Finland,Europe,2019,5.932,1.405,1.184,1.103,0.691,0.126,0.278
Netherlands,Europe,2015,7.008,1.824,1.471,1.215,0.75,0.259,0.044
Switzerland,Europe,2020,5.009,1.225,1.101,0.91,0.325,0.382,0.299
Switzerland,Europe,2018,3.923,0.987,0.992,0.808,0.604,0.21,0.456
Austria,Europe,2022,5.187,1.361,1.197,0.947,0.561,0.477,0.139
Luxembourg,Europe,2018,5.125,1.243,1.126,1.036,0.861,0.111,0.186
Norway,Europe,2016,3.297,0.798,0.742,0.714,0.39,0.581,0.223
Switzerland,Europe,2019,4.184,1.088,1.052,0.878,0.752,0.347,0.452
Switzerland,Europe,2016,6.634,1.523,1.296,1.138,0.698,0.247,0.201
Iceland,Europe,2019,6.636,1.584,1.384,1.117,0.564,0.438,0.47
New Zealand,Oceania,2018,7.143,1.827,1.438,1.269,0.37,0.409,0.475
India,South Asia,2018,5.082,1.209,1.05,0.972,0.841,0.206,0.367
Australia,Oceania,2015,7.471,1.899,1.615,1.352,0.839,0.24,0.163
Luxembourg,Europe,2019,6.967,1.783,1.385,1.26,0.578,0.071,0.49
New Zealand,Oceania,2025,7.299,1.852,1.624,1.318,0.818,0.134,0.437
Luxembourg,Europe,2016,4.423,1.258,1.142,0.96,0.456,0.582,0.216
Sweden,Europe,2024,3.555,0.839,0.897,0.677,0.894,0.345,0.069
Norway,Europe,2020,7.309,1.844,1.439,1.376,0.776,0.095,0.026
Austria,Europe,2020,3.749,1.083,0.882,0.845,0.639,0.11,0.07
Canada,North America,2023,4.846,1.231,1.063,1.013,0.371,0.56,0.342
Denmark,Europe,2021,3.157,0.863,0.791,0.606,0.694,0.583,0.281
Germany,Europe,2024,3.559,0.986,1.022,0.766,0.346,0.213,0.275
Germany,Europe,2024,6.91,1.723,1.456,1.188,0.364,0.213,0.207
United States,North America,2024,4.335,1.058,0.967,0.861,0.317,0.544,0.078
Germany,Europe,2016,5.488,1.435,1.117,0.987,0.881,0.157,0.157
Luxembourg,Europe,2016,3.241,0.879,0.797,0.649,0.471,0.055,0.157
Netherlands,Europe,2026,6.749,1.634,1.448,1.291,0.695,0.005,0.472
Iceland,Europe,2020,6.687,1.646,1.434,1.153,0.628,0.165,0.451
Luxembourg,Europe,2019,3.188,0.819,0.676,0.774,0.879,0.237,0.364
Norway,Europe,2023,6.938,1.687,1.389,1.217,0.672,0.273,0.39
Germany,Europe,2019,3.917,1.027,0.934,0.749,0.419,0.039,0.444
India,South Asia,2024,5.385,1.464,1.302,0.934,0.639,0.265,0.399
New Zealand,Oceania,2025,6.314,1.524,1.478,1.058,0.396,0.201,0.038
Australia,Oceania,2016,6.985,1.824,1.449,1.201,0.468,0.167,0.018
Norway,Europe,2025,4.026,1.041,0.828,0.875,0.739,0.568,0.391
India,South Asia,2022,4.19,1.146,0.963,0.842,0.304,0.037,0.268
Sweden,Europe,2015,3.633,0.978,0.812,0.664,0.546,0.098,0.111
Luxembourg,Europe,2021,4.245,1.006,0.891,0.775,0.33,0.376,0.144
United States,North America,2017,6.612,1.517,1.438,1.18,0.501,0.237,0.265
Canada,North America,2020,5.746,1.515,1.362,0.993,0.39,0.161,0.181
Denmark,Europe,2020,3.272,0.779,0.807,0.73,0.416,0.385,0.13
Iceland,Europe,2023,7.299,1.73,1.483,1.277,0.444,0.403,0.413
Iceland,Europe,2024,3.507,0.833,0.928,0.733,0.349,0.021,0.495
New Zealand,Oceania,2017,3.75,1.122,1.068,0.821,0.696,0.347,0.433
India,South Asia,2021,5.245,1.359,1.167,0.972,0.498,0.339,0.425
Netherlands,Europe,2015,5.062,1.233,1.05,0.879,0.662,0.314,0.127
Finland,Europe,2017,5.363,1.279,1.261,1.061,0.775,0.361,0.256
Austria,Europe,2015,4.382,1.037,1.178,0.784,0.391,0.534,0.472
Denmark,Europe,2022,5.762,1.425,1.22,1.118,0.436,0.415,0.117
New Zealand,Oceania,2016,6.131,1.462,1.399,1.062,0.373,0.421,0.057
Austria,Europe,2021,5.852,1.44,1.191,0.983,0.674,0.484,0.421
Germany,Europe,2026,6.732,1.699,1.529,1.208,0.68,0.483,0.199
Netherlands,Europe,2024,5.769,1.46,1.289,0.979,0.354,0.361,0.17
Germany,Europe,2015,3.723,1.082,1.068,0.804,0.771,0.597,0.303
Canada,North America,2022,6.262,1.664,1.316,1.04,0.463,0.131,0.331
Switzerland,Europe,2026,5.849,1.341,1.371,1.042,0.699,0.334,0.171
Finland,Europe,2025,6.991,1.818,1.553,1.169,0.541,0.437,0.39
Finland,Europe,2018,3.065,0.805,0.818,0.589,0.355,0.489,0.447
Switzerland,Europe,2022,7.314,1.797,1.66,1.274,0.7,0.593,0.113
Sweden,Europe,2017,5.304,1.251,1.079,1.062,0.886,0.243,0.044
Iceland,Europe,2017,5.797,1.528,1.242,1.031,0.542,0.404,0.341
Finland,Europe,2020,6.036,1.41,1.36,1.144,0.72,0.452,0.436
Switzerland,Europe,2020,6.505,1.636,1.327,1.081,0.471,0.266,0.309
Australia,Oceania,2018,3.942,0.949,1.099,0.713,0.587,0.351,0.271
Luxembourg,Europe,2020,3.274,0.797,0.865,0.7,0.44,0.383,0.41
Denmark,Europe,2025,5.391,1.408,1.146,0.97,0.668,0.539,0.405
Iceland,Europe,2025,6.505,1.572,1.463,1.169,0.414,0.421,0.278
Switzerland,Europe,2020,7.374,1.678,1.522,1.218,0.76,0.421,0.166
Iceland,Europe,2026,4.9,1.317,1.118,0.918,0.861,0.151,0.06
Australia,Oceania,2015,7.653,1.828,1.496,1.316,0.604,0.097,0.329
Switzerland,Europe,2019,5.168,1.276,1.151,0.898,0.83,0.249,0.194
Norway,Europe,2024,6.112,1.41,1.444,1.205,0.689,0.573,0.076
New Zealand,Oceania,2015,5.889,1.491,1.28,1.051,0.376,0.235,0.081
Iceland,Europe,2017,4.002,0.945,0.986,0.819,0.823,0.346,0.173
Iceland,Europe,2025,5.593,1.3,1.277,1.121,0.538,0.178,0.072
Australia,Oceania,2020,4.783,1.256,1.118,0.881,0.582,0.301,0.1
Australia,Oceania,2024,6.799,1.775,1.432,1.181,0.417,0.407,0.162
Sweden,Europe,2023,4.563,1.152,1.102,0.945,0.582,0.254,0.498
Austria,Europe,2015,5.31,1.421,1.341,0.901,0.89,0.052,0.407
Australia,Oceania,2026,3.634,0.96,0.947,0.721,0.333,0.36,0.451
Norway,Europe,2022,4.038,1.049,0.841,0.87,0.796,0.353,0.177
Norway,Europe,2021,4.047,1.174,0.968,0.796,0.309,0.148,0.433
Germany,Europe,2019,4.993,1.152,1.142,0.853,0.792,0.495,0.394
Australia,Oceania,2017,4.089,1.116,0.86,0.802,0.398,0.111,0.101
Norway,Europe,2017,4.848,1.33,1.258,1.004,0.462,0.116,0.237
Netherlands,Europe,2021,3.124,0.876,0.818,0.767,0.421,0.155,0.057
India,South Asia,2022,6.733,1.737,1.583,1.215,0.571,0.198,0.295
Luxembourg,Europe,2021,5.168,1.421,1.325,1.034,0.754,0.408,0.083
Australia,Oceania,2023,6.315,1.622,1.251,1.233,0.355,0.172,0.336
Germany,Europe,2016,6.081,1.49,1.341,1.095,0.314,0.201,0.089
Switzerland,Europe,2016,7.645,1.869,1.765,1.27,0.594,0.102,0.025
India,South Asia,2021,3.997,1.076,0.853,0.766,0.769,0.262,0.314
Australia,Oceania,2025,7.05,1.682,1.575,1.35,0.738,0.294,0.315
Sweden,Europe,2026,5.939,1.361,1.227,1.153,0.464,0.439,0.186
Australia,Oceania,2021,3.326,0.827,0.986,0.777,0.691,0.276,0.338
Germany,Europe,2019,7.783,1.796,1.704,1.347,0.38,0.095,0.475
Austria,Europe,2025,7.354,1.916,1.486,1.274,0.702,0.29,0.209
Denmark,Europe,2022,5.763,1.358,1.279,1.075,0.642,0.126,0.371
Switzerland,Europe,2024,4.703,1.28,1.116,0.858,0.717,0.34,0.398
Luxembourg,Europe,2023,5.929,1.476,1.207,1.042,0.551,0.36,0.257
Austria,Europe,2021,3.031,0.841,0.731,0.702,0.314,0.351,0.471
Netherlands,Europe,2018,5.264,1.231,1.235,1.0,0.544,0.313,0.448
New Zealand,Oceania,2020,3.108,0.949,0.833,0.744,0.658,0.486,0.215
Switzerland,Europe,2020,4.228,1.062,0.91,0.77,0.774,0.231,0.218
Netherlands,Europe,2026,5.047,1.314,1.033,0.875,0.403,0.311,0.107
Luxembourg,Europe,2017,4.922,1.336,0.99,0.968,0.701,0.479,0.466
New Zealand,Oceania,2024,7.254,1.76,1.575,1.321,0.707,0.559,0.498
Canada,North America,2024,4.379,1.233,0.903,0.803,0.838,0.154,0.11
Canada,North America,2026,4.005,1.035,0.928,0.883,0.324,0.307,0.34
Sweden,Europe,2016,5.978,1.566,1.201,1.074,0.524,0.532,0.076
Iceland,Europe,2024,4.889,1.158,1.182,0.979,0.645,0.124,0.252
Switzerland,Europe,2022,5.052,1.323,1.233,0.904,0.543,0.161,0.099
New Zealand,Oceania,2017,4.777,1.289,1.229,0.986,0.41,0.574,0.188
Finland,Europe,2021,3.3,0.897,0.727,0.645,0.49,0.485,0.438
Australia,Oceania,2022,6.768,1.607,1.592,1.135,0.812,0.197,0.027
Australia,Oceania,2019,5.451,1.279,1.175,1.078,0.817,0.082,0.476
Norway,Europe,2015,6.179,1.597,1.456,1.216,0.488,0.515,0.066
Canada,North America,2025,6.561,1.663,1.357,1.259,0.401,0.032,0.359
Norway,Europe,2025,3.423,0.852,0.962,0.749,0.682,0.241,0.289
India,South Asia,2015,5.291,1.412,1.347,1.08,0.86,0.241,0.234
Germany,Europe,2018,6.482,1.504,1.389,1.25,0.328,0.577,0.34
Sweden,Europe,2018,4.299,1.058,1.156,0.804,0.765,0.236,0.07
Finland,Europe,2021,4.063,0.958,0.908,0.815,0.403,0.1,0.231
India,South Asia,2018,3.585,0.943,0.764,0.717,0.584,0.271,0.435
Netherlands,Europe,2021,4.971,1.348,1.263,1.016,0.704,0.082,0.138
Denmark,Europe,2017,7.468,1.858,1.668,1.283,0.807,0.156,0.001
New Zealand,Oceania,2016,5.74,1.432,1.392,0.982,0.632,0.308,0.141
Sweden,Europe,2016,6.614,1.688,1.553,1.237,0.439,0.423,0.154
Australia,Oceania,2021,4.799,1.261,1.179,0.842,0.321,0.597,0.116
Denmark,Europe,2024,3.911,0.92,0.922,0.847,0.505,0.267,0.338
Finland,Europe,2024,7.135,1.836,1.387,1.326,0.576,0.593,0.242
Sweden,Europe,2023,6.622,1.569,1.453,1.292,0.815,0.058,0.353
Australia,Oceania,2020,4.564,1.293,0.958,0.788,0.842,0.041,0.496
Finland,Europe,2020,3.658,0.989,0.814,0.734,0.337,0.134,0.182
Australia,Oceania,2015,7.345,1.789,1.521,1.223,0.872,0.036,0.149
Norway,Europe,2017,4.538,1.089,1.152,0.805,0.681,0.074,0.035
Denmark,Europe,2026,3.913,1.116,0.968,0.702,0.873,0.148,0.43
Australia,Oceania,2021,7.099,1.615,1.531,1.319,0.861,0.546,0.41
Sweden,Europe,2017,3.956,0.991,0.899,0.769,0.536,0.327,0.08
Denmark,Europe,2019,3.804,0.965,0.936,0.83,0.744,0.387,0.078
Austria,Europe,2024,3.42,0.897,0.84,0.621,0.464,0.573,0.477
Finland,Europe,2021,3.207,0.8,0.795,0.771,0.385,0.458,0.054
Norway,Europe,2021,4.832,1.307,1.072,0.95,0.415,0.088,0.469
Sweden,Europe,2021,7.26,1.804,1.649,1.203,0.501,0.188,0.318
Austria,Europe,2024,3.713,1.016,1.013,0.733,0.379,0.118,0.119
Switzerland,Europe,2016,6.085,1.539,1.404,1.085,0.794,0.122,0.235
Austria,Europe,2015,3.865,0.928,1.061,0.748,0.71,0.015,0.345
Australia,Oceania,2015,3.268,0.921,0.76,0.667,0.348,0.088,0.149
Luxembourg,Europe,2022,7.372,1.673,1.572,1.23,0.485,0.556,0.081
Austria,Europe,2019,6.56,1.63,1.546,1.195,0.621,0.117,0.083
Canada,North America,2025,4.574,1.149,1.151,0.854,0.871,0.443,0.299
Germany,Europe,2024,3.238,0.827,0.822,0.631,0.746,0.552,0.212
United States,North America,2015,7.615,1.837,1.617,1.313,0.846,0.341,0.381
Luxembourg,Europe,2018,4.641,1.179,1.19,0.869,0.776,0.565,0.312
Luxembourg,Europe,2026,7.056,1.701,1.385,1.239,0.704,0.27,0.374
Norway,Europe,2018,6.047,1.427,1.413,1.116,0.422,0.175,0.374
India,South Asia,2015,3.509,0.955,0.85,0.749,0.783,0.18,0.481
Canada,North America,2021,5.968,1.533,1.374,1.097,0.557,0.032,0.011
India,South Asia,2022,4.602,1.159,0.97,0.938,0.814,0.563,0.246
Denmark,Europe,2016,7.107,1.718,1.472,1.353,0.609,0.298,0.089
Germany,Europe,2019,7.042,1.753,1.465,1.195,0.633,0.35,0.103
Australia,Oceania,2023,3.404,0.888,0.917,0.665,0.797,0.444,0.395
India,South Asia,2017,3.675,0.93,0.917,0.801,0.802,0.423,0.464
Sweden,Europe,2015,7.575,1.896,1.743,1.342,0.455,0.032,0.363
Switzerland,Europe,2018,4.453,1.163,1.071,0.888,0.4,0.228,0.309
Denmark,Europe,2026,6.493,1.709,1.497,1.192,0.415,0.4,0.312
New Zealand,Oceania,2024,4.958,1.211,1.033,0.989,0.788,0.154,0.387
Germany,Europe,2021,5.432,1.459,1.303,1.076,0.382,0.042,0.447
Sweden,Europe,2020,4.382,1.195,1.14,0.93,0.49,0.511,0.02
Finland,Europe,2021,5.993,1.384,1.276,1.133,0.502,0.108,0.141
Luxembourg,Europe,2023,5.282,1.408,1.276,0.984,0.807,0.069,0.128
Iceland,Europe,2021,4.814,1.354,1.106,0.981,0.541,0.255,0.191
Luxembourg,Europe,2016,7.53,1.769,1.486,1.308,0.67,0.516,0.173
United States,North America,2024,4.681,1.234,1.208,0.848,0.543,0.596,0.434
Iceland,Europe,2025,5.48,1.327,1.242,1.092,0.711,0.174,0.101
Norway,Europe,2020,3.815,0.913,0.912,0.695,0.403,0.328,0.082
Canada,North America,2016,4.523,1.1,1.069,0.799,0.751,0.544,0.372
Canada,North America,2026,7.131,1.793,1.387,1.248,0.811,0.208,0.018
New Zealand,Oceania,2024,4.951,1.359,1.186,1.022,0.674,0.079,0.155
Luxembourg,Europe,2025,7.362,1.86,1.628,1.265,0.41,0.454,0.237
Germany,Europe,2021,5.96,1.371,1.271,1.088,0.389,0.591,0.105
Australia,Oceania,2019,3.977,1.117,0.944,0.81,0.313,0.021,0.223
Finland,Europe,2021,3.416,0.936,0.989,0.69,0.798,0.08,0.468
Austria,Europe,2019,5.343,1.429,1.092,0.987,0.677,0.129,0.314
Switzerland,Europe,2018,3.983,1.126,1.039,0.71,0.532,0.17,0.152
India,South Asia,2016,6.085,1.568,1.488,1.088,0.781,0.261,0.435
Australia,Oceania,2026,7.549,1.765,1.557,1.384,0.536,0.365,0.222
Austria,Europe,2022,7.437,1.744,1.525,1.289,0.698,0.071,0.477
Switzerland,Europe,2018,5.771,1.488,1.144,1.033,0.777,0.046,0.141
Sweden,Europe,2025,4.231,1.214,0.901,0.894,0.605,0.45,0.155
Denmark,Europe,2026,7.113,1.732,1.488,1.274,0.73,0.266,0.469
United States,North America,2022,7.64,1.905,1.5,1.419,0.588,0.041,0.275
Iceland,Europe,2015,7.213,1.688,1.646,1.294,0.333,0.583,0.256
Denmark,Europe,2026,7.029,1.759,1.55,1.19,0.608,0.429,0.487
Sweden,Europe,2021,3.046,0.739,0.761,0.721,0.304,0.274,0.165
Netherlands,Europe,2019,5.161,1.249,1.135,1.015,0.613,0.075,0.481
United States,North America,2017,3.189,0.757,0.906,0.605,0.581,0.364,0.214
Iceland,Europe,2020,5.697,1.331,1.308,1.068,0.775,0.592,0.125
New Zealand,Oceania,2020,7.291,1.738,1.597,1.379,0.877,0.305,0.226
New Zealand,Oceania,2017,7.603,1.758,1.642,1.297,0.467,0.243,0.499
Austria,Europe,2016,5.777,1.342,1.186,1.054,0.606,0.155,0.158
Netherlands,Europe,2017,5.267,1.387,1.166,0.942,0.508,0.477,0.313
Switzerland,Europe,2018,6.263,1.57,1.41,1.228,0.773,0.014,0.267
Switzerland,Europe,2020,6.519,1.733,1.36,1.186,0.62,0.243,0.085
New Zealand,Oceania,2023,7.096,1.736,1.558,1.21,0.626,0.417,0.258
Switzerland,Europe,2026,5.934,1.448,1.4,1.024,0.531,0.208,0.216
Luxembourg,Europe,2024,4.612,1.193,1.169,0.859,0.723,0.113,0.375
India,South Asia,2025,3.689,0.908,0.819,0.756,0.807,0.048,0.353
Sweden,Europe,2025,7.188,1.692,1.529,1.363,0.696,0.233,0.066
India,South Asia,2021,5.79,1.503,1.179,1.088,0.63,0.308,0.345
Iceland,Europe,2021,4.55,1.273,0.967,0.817,0.46,0.072,0.115
Iceland,Europe,2026,6.944,1.613,1.574,1.151,0.869,0.427,0.003
Germany,Europe,2017,5.468,1.448,1.241,1.048,0.772,0.243,0.001
Germany,Europe,2020,4.828,1.236,0.971,0.923,0.892,0.167,0.198
Denmark,Europe,2015,5.003,1.228,1.282,0.986,0.371,0.041,0.242
Sweden,Europe,2023,4.219,1.198,0.886,0.876,0.463,0.456,0.361
Australia,Oceania,2020,5.444,1.282,1.34,1.091,0.551,0.267,0.152
Switzerland,Europe,2022,4.281,1.118,1.104,0.914,0.807,0.216,0.344
Finland,Europe,2025,3.292,0.95,0.696,0.676,0.498,0.416,0.383
Sweden,Europe,2026,7.139,1.825,1.68,1.353,0.811,0.032,0.052
Canada,North America,2025,7.392,1.715,1.656,1.323,0.465,0.285,0.167
United States,North America,2016,7.267,1.791,1.598,1.294,0.331,0.14,0.246
Norway,Europe,2025,3.872,1.028,0.894,0.732,0.578,0.08,0.464
Norway,Europe,2022,6.397,1.484,1.484,1.221,0.761,0.068,0.322
Netherlands,Europe,2017,6.671,1.584,1.543,1.151,0.794,0.051,0.433
India,South Asia,2016,4.423,1.089,1.026,0.963,0.432,0.062,0.293
Germany,Europe,2025,5.516,1.43,1.173,1.11,0.561,0.077,0.371
United States,North America,2016,3.54,0.841,0.814,0.658,0.456,0.231,0.471
Netherlands,Europe,2018,7.008,1.769,1.395,1.298,0.465,0.383,0.17
United States,North America,2020,4.265,1.058,1.147,0.745,0.718,0.435,0.418
United States,North America,2015,3.104,0.756,0.863,0.741,0.609,0.324,0.128
New Zealand,Oceania,2023,6.609,1.651,1.353,1.111,0.339,0.356,0.413
Denmark,Europe,2015,5.225,1.396,1.325,0.939,0.539,0.559,0.169
Switzerland,Europe,2025,5.294,1.303,1.258,1.027,0.729,0.161,0.158
Finland,Europe,2025,3.057,0.758,0.865,0.753,0.89,0.296,0.435
Norway,Europe,2020,5.405,1.382,1.114,1.098,0.511,0.268,0.336
Netherlands,Europe,2023,4.22,1.136,0.867,0.877,0.608,0.363,0.316
India,South Asia,2023,6.282,1.62,1.449,1.216,0.414,0.241,0.474
Luxembourg,Europe,2025,3.599,0.973,0.781,0.68,0.899,0.325,0.142
Luxembourg,Europe,2024,7.639,1.841,1.553,1.414,0.729,0.412,0.447
Iceland,Europe,2023,4.362,1.183,0.977,0.906,0.672,0.046,0.256
Norway,Europe,2020,4.577,1.208,1.021,0.942,0.342,0.396,0.405
Netherlands,Europe,2023,5.387,1.473,1.16,0.912,0.559,0.02,0.477
India,South Asia,2024,6.787,1.737,1.387,1.242,0.329,0.29,0.007
Switzerland,Europe,2016,7.685,1.796,1.546,1.404,0.452,0.537,0.287
Australia,Oceania,2023,6.997,1.713,1.633,1.335,0.399,0.001,0.492
